StartTime,EndTime,Title,Annotation,MainCategory,Category2,Category3
06:05.9,06:05.9,1,,Eating Activity
06:10.5,06:10.5,1,,Eating Activity
06:21.8,06:21.8,1,,Eating Activity
06:25.8,06:25.8,1,,Eating Activity
06:37.9,06:37.9,1,,Eating Activity
06:45.5,06:45.5,1,,Eating Activity
06:51.4,06:51.4,1,,Eating Activity
06:56.8,06:56.8,1,,Eating Activity
07:02.9,07:02.9,1,,Eating Activity
07:08.8,07:08.8,1,,Eating Activity
07:21.0,07:21.0,1,,Eating Activity
07:26.3,07:26.3,1,,Eating Activity
07:31.9,07:31.9,1,,Eating Activity
07:41.5,07:41.5,1,,Eating Activity
07:51.0,07:51.0,1,,Eating Activity
07:56.5,07:56.5,1,,Eating Activity
08:07.0,08:07.0,1,,Eating Activity
08:12.2,08:12.2,1,,Eating Activity
08:18.6,08:18.6,1,,Eating Activity
08:22.9,08:22.9,1,,Eating Activity
08:35.2,08:35.2,1,,Eating Activity
08:38.7,08:38.7,1,,Eating Activity
08:43.9,08:43.9,1,,Eating Activity
08:48.9,08:48.9,1,,Eating Activity
08:57.8,08:57.8,1,,Eating Activity
09:05.8,09:05.8,1,,Eating Activity
09:10.9,09:10.9,1,,Eating Activity
09:38.0,09:38.0,1,,Eating Activity
10:23.5,10:23.5,1,,Eating Activity
10:28.5,10:28.5,1,,Eating Activity
10:37.6,10:37.6,1,,Eating Activity
10:42.1,10:42.1,1,,Eating Activity
15:19.5,15:19.5,2,,Eating Activity
15:41.2,15:41.2,2,,Eating Activity
16:21.6,16:21.6,2,,Eating Activity
16:40.4,16:40.4,2,,Eating Activity
17:16.5,17:16.5,2,,Eating Activity
17:59.0,17:59.0,2,,Eating Activity
18:24.3,18:24.3,2,,Eating Activity
18:54.5,18:54.5,2,,Eating Activity
19:15.7,19:15.7,2,,Eating Activity
19:46.1,19:46.1,2,,Eating Activity
20:12.8,20:12.8,2,,Eating Activity
20:39.4,20:39.4,2,,Eating Activity
21:15.7,21:15.7,2,,Eating Activity
21:37.6,21:37.6,2,,Eating Activity
22:00.2,22:00.2,2,,Eating Activity
22:26.2,22:26.2,2,,Eating Activity
22:43.8,22:43.8,2,,Eating Activity
22:57.1,22:57.1,2,,Eating Activity
23:16.1,23:16.1,2,,Eating Activity
23:36.4,23:36.4,2,,Eating Activity
23:39.5,23:39.5,2,,Eating Activity
